dia,M_4,F_4,O_4
2016-01-24,0.0,2.0,0.0
2016-01-25,5.0,3.0,0.0
2016-01-26,4.0,1.0,0.0
2016-01-27,1.0,0.0,0.0
2016-01-28,1.0,2.0,0.0
2016-01-29,2.0,0.0,0.0
2016-01-31,0.0,1.0,0.0
2016-02-01,1.0,1.0,0.0
2016-02-02,2.0,1.0,0.0
2016-02-03,0.0,1.0,0.0
2016-02-05,1.0,1.0,0.0
2016-02-07,2.0,0.0,0.0
2016-02-09,1.0,1.0,0.0
2016-02-10,3.0,0.0,0.0
2016-02-14,0.0,2.0,0.0
2016-02-15,5.0,1.0,0.0
2016-02-17,4.0,0.0,0.0
2016-02-20,1.0,0.0,0.0
2016-02-21,1.0,1.0,0.0
2016-02-22,3.0,2.0,0.0
2016-02-25,1.0,0.0,0.0
2016-02-26,1.0,0.0,0.0
2016-02-27,1.0,0.0,0.0
2016-02-28,1.0,0.0,0.0
2016-02-29,2.0,0.0,0.0
2016-03-08,3.0,0.0,0.0
2016-03-11,1.0,0.0,0.0
2016-03-12,0.0,1.0,0.0
2016-03-13,1.0,1.0,0.0
2016-03-14,2.0,1.0,0.0
2016-03-15,1.0,0.0,0.0
2016-03-20,1.0,0.0,0.0
2016-03-22,2.0,0.0,0.0
2016-03-23,1.0,1.0,0.0
2016-03-26,2.0,1.0,0.0
2016-03-27,1.0,2.0,0.0
2016-03-28,6.0,2.0,0.0
2016-03-30,0.0,1.0,0.0
2016-04-01,4.0,2.0,0.0
2016-04-02,0.0,1.0,0.0
2016-04-04,1.0,1.0,0.0
2016-04-05,3.0,0.0,0.0
2016-04-06,2.0,1.0,0.0
2016-04-07,1.0,0.0,0.0
2016-04-08,1.0,0.0,0.0
2016-04-09,4.0,1.0,0.0
2016-04-10,3.0,0.0,0.0
2016-04-11,0.0,1.0,0.0
2016-04-12,0.0,1.0,0.0
2016-04-13,2.0,1.0,0.0
2016-04-15,0.0,1.0,0.0
2016-04-16,1.0,0.0,0.0
2016-04-17,2.0,1.0,0.0
2016-04-18,6.0,4.0,0.0
2016-04-19,1.0,2.0,0.0
2016-04-21,2.0,1.0,0.0
2016-04-22,2.0,0.0,0.0
2016-04-23,1.0,0.0,0.0
2016-04-24,3.0,0.0,0.0
2016-04-25,2.0,1.0,0.0
2016-04-26,1.0,0.0,0.0
2016-04-28,1.0,1.0,0.0
2016-04-29,1.0,0.0,0.0
2016-04-30,2.0,0.0,0.0
2016-05-01,0.0,1.0,0.0
2016-05-02,0.0,2.0,0.0
2016-05-03,1.0,1.0,0.0
2016-05-06,2.0,1.0,0.0
2016-05-07,3.0,4.0,0.0
2016-05-08,1.0,0.0,0.0
2016-05-09,1.0,0.0,0.0
2016-05-10,1.0,2.0,0.0
2016-05-11,2.0,0.0,0.0
2016-05-12,1.0,0.0,0.0
2016-05-13,1.0,0.0,0.0
2016-05-14,1.0,0.0,0.0
2016-05-15,1.0,0.0,0.0
2016-05-16,1.0,1.0,0.0
2016-05-17,0.0,2.0,0.0
2016-05-18,1.0,2.0,0.0
2016-05-19,2.0,1.0,0.0
2016-05-20,0.0,1.0,0.0
2016-05-21,2.0,1.0,0.0
2016-05-22,1.0,0.0,0.0
2016-05-23,2.0,1.0,0.0
2016-05-24,5.0,0.0,0.0
2016-05-25,0.0,2.0,0.0
2016-05-27,4.0,0.0,0.0
2016-05-28,0.0,1.0,0.0
2016-05-29,1.0,0.0,0.0
2016-05-30,1.0,0.0,0.0
2016-05-31,1.0,0.0,0.0
2016-06-01,1.0,1.0,0.0
2016-06-02,4.0,0.0,0.0
2016-06-03,2.0,1.0,0.0
2016-06-04,2.0,0.0,0.0
2016-06-05,0.0,2.0,0.0
2016-06-06,1.0,3.0,0.0
2016-06-08,3.0,1.0,0.0
2016-06-09,2.0,0.0,0.0
2016-06-10,0.0,1.0,0.0
2016-06-11,2.0,1.0,0.0
2016-06-12,0.0,1.0,0.0
2016-06-13,4.0,1.0,0.0
2016-06-14,2.0,1.0,0.0
2016-06-16,3.0,1.0,0.0
2016-06-18,0.0,1.0,0.0
2016-06-19,1.0,1.0,0.0
2016-06-20,0.0,1.0,0.0
2016-06-21,2.0,0.0,0.0
2016-06-22,3.0,1.0,0.0
2016-06-23,4.0,0.0,0.0
2016-06-24,3.0,3.0,0.0
2016-06-25,0.0,3.0,0.0
2016-06-26,3.0,2.0,0.0
2016-06-27,2.0,1.0,0.0
2016-06-28,1.0,0.0,0.0
2016-06-29,2.0,0.0,0.0
2016-06-30,1.0,0.0,0.0
2016-07-01,3.0,1.0,0.0
2016-07-02,3.0,0.0,0.0
2016-07-03,2.0,0.0,0.0
2016-07-04,2.0,2.0,0.0
2016-07-05,2.0,2.0,0.0
2016-07-06,2.0,1.0,0.0
2016-07-07,0.0,2.0,0.0
2016-07-08,1.0,0.0,0.0
2016-07-10,2.0,0.0,0.0
2016-07-11,1.0,4.0,0.0
2016-07-12,1.0,0.0,0.0
2016-07-13,2.0,3.0,0.0
2016-07-14,1.0,1.0,0.0
2016-07-15,1.0,1.0,0.0
2016-07-16,4.0,0.0,0.0
2016-07-17,1.0,1.0,0.0
2016-07-18,1.0,1.0,0.0
2016-07-19,3.0,0.0,0.0
2016-07-20,2.0,2.0,0.0
2016-07-21,1.0,1.0,0.0
2016-07-22,2.0,1.0,0.0
2016-07-23,5.0,2.0,0.0
2016-07-24,0.0,1.0,0.0
2016-07-25,1.0,0.0,0.0
2016-07-26,2.0,0.0,0.0
2016-07-27,2.0,0.0,0.0
2016-07-28,1.0,0.0,0.0
2016-07-29,1.0,1.0,0.0
2016-07-30,1.0,0.0,0.0
2016-07-31,0.0,1.0,0.0
2016-08-01,1.0,1.0,0.0
2016-08-02,0.0,1.0,0.0
2016-08-04,0.0,1.0,0.0
2016-08-05,2.0,0.0,0.0
2016-08-07,0.0,1.0,0.0
2016-08-08,12.0,5.0,0.0
2016-08-09,4.0,0.0,0.0
2016-08-10,2.0,0.0,0.0
2016-08-11,0.0,1.0,0.0
2016-08-12,2.0,0.0,0.0
2016-08-13,1.0,1.0,0.0
2016-08-15,1.0,1.0,0.0
2016-08-16,1.0,0.0,0.0
2016-08-17,0.0,2.0,0.0
2016-08-18,1.0,0.0,0.0
2016-08-19,4.0,0.0,0.0
2016-08-20,3.0,2.0,0.0
2016-08-21,0.0,1.0,0.0
2016-08-22,2.0,0.0,0.0
2016-08-23,2.0,1.0,0.0
2016-08-25,2.0,1.0,0.0
2016-08-26,1.0,1.0,0.0
2016-08-27,4.0,0.0,0.0
2016-08-28,1.0,1.0,0.0
2016-08-29,3.0,2.0,0.0
2016-08-30,0.0,1.0,0.0
2016-08-31,1.0,1.0,0.0
2016-09-01,2.0,0.0,0.0
2016-09-02,2.0,0.0,0.0
2016-09-03,3.0,1.0,0.0
2016-09-04,3.0,1.0,0.0
2016-09-06,1.0,1.0,0.0
2016-09-07,3.0,1.0,0.0
2016-09-08,2.0,0.0,0.0
2016-09-09,0.0,1.0,0.0
2016-09-10,0.0,1.0,0.0
2016-09-11,1.0,1.0,0.0
2016-09-12,3.0,0.0,0.0
2016-09-13,0.0,1.0,0.0
2016-09-14,1.0,1.0,0.0
2016-09-15,1.0,1.0,0.0
2016-09-16,1.0,2.0,0.0
2016-09-17,1.0,1.0,0.0
2016-09-18,0.0,1.0,0.0
2016-09-20,7.0,1.0,0.0
2016-09-21,2.0,1.0,0.0
2016-09-22,2.0,0.0,0.0
2016-09-23,3.0,2.0,0.0
2016-09-24,2.0,0.0,0.0
2016-09-26,0.0,1.0,0.0
2016-09-27,1.0,2.0,0.0
2016-09-28,0.0,2.0,0.0
2016-09-29,4.0,0.0,0.0
2016-09-30,2.0,0.0,0.0
2016-10-01,2.0,0.0,0.0
2016-10-02,0.0,1.0,0.0
2016-10-03,2.0,2.0,0.0
2016-10-05,3.0,0.0,0.0
2016-10-06,1.0,0.0,0.0
2016-10-07,2.0,2.0,0.0
2016-10-08,1.0,0.0,0.0
2016-10-09,1.0,0.0,0.0
2016-10-10,0.0,1.0,0.0
2016-10-11,2.0,0.0,0.0
2016-10-13,2.0,0.0,0.0
2016-10-14,1.0,0.0,0.0
2016-10-15,1.0,0.0,0.0
2016-10-16,0.0,1.0,0.0
2016-10-17,2.0,0.0,0.0
2016-10-18,3.0,0.0,1.0
2016-10-19,2.0,0.0,0.0
2016-10-20,0.0,2.0,0.0
2016-10-21,2.0,1.0,0.0
2016-10-22,4.0,2.0,0.0
2016-10-23,1.0,0.0,0.0
2016-10-24,1.0,1.0,0.0
2016-10-25,1.0,1.0,0.0
2016-10-26,2.0,2.0,0.0
2016-10-27,1.0,1.0,0.0
2016-10-28,0.0,1.0,0.0
2016-10-29,0.0,2.0,0.0
2016-10-30,3.0,0.0,0.0
2016-10-31,1.0,0.0,0.0
2016-11-01,1.0,0.0,0.0
2016-11-03,1.0,0.0,0.0
2016-11-04,1.0,0.0,0.0
2016-11-05,0.0,1.0,0.0
2016-11-07,2.0,0.0,0.0
2016-11-08,1.0,0.0,0.0
2016-11-09,2.0,0.0,0.0
2016-11-10,4.0,1.0,0.0
2016-11-11,2.0,0.0,0.0
2016-11-12,3.0,0.0,0.0
2016-11-13,1.0,1.0,0.0
2016-11-14,2.0,0.0,0.0
2016-11-17,2.0,1.0,0.0
2016-11-19,1.0,0.0,0.0
2016-11-20,3.0,1.0,0.0
2016-11-22,2.0,0.0,0.0
2016-11-23,2.0,1.0,0.0
2016-11-24,0.0,2.0,0.0
2016-11-25,1.0,0.0,0.0
2016-11-28,1.0,0.0,0.0
2016-11-30,1.0,0.0,0.0
2016-12-01,2.0,0.0,0.0
2016-12-02,3.0,0.0,0.0
2016-12-03,2.0,1.0,0.0
2016-12-04,1.0,2.0,0.0
2016-12-05,1.0,2.0,0.0
2016-12-06,9.0,1.0,0.0
2016-12-07,5.0,0.0,0.0
2016-12-08,0.0,1.0,0.0
2016-12-09,3.0,0.0,0.0
2016-12-11,3.0,0.0,0.0
2016-12-12,3.0,0.0,0.0
2016-12-13,1.0,0.0,0.0
2017-01-01,1.0,0.0,0.0
2017-01-03,3.0,0.0,0.0
2017-01-04,1.0,1.0,0.0
2017-01-05,2.0,0.0,0.0
2017-01-06,2.0,3.0,0.0
2017-01-07,2.0,1.0,0.0
2017-01-08,0.0,1.0,0.0
2017-01-09,3.0,1.0,0.0
2017-01-10,3.0,0.0,0.0
2017-01-12,1.0,0.0,0.0
2017-01-13,3.0,1.0,0.0
2017-01-14,1.0,0.0,0.0
2017-01-15,0.0,1.0,0.0
2017-01-16,3.0,1.0,0.0
2017-01-18,1.0,2.0,0.0
2017-01-19,1.0,1.0,0.0
2017-01-20,0.0,1.0,0.0
2017-01-22,1.0,1.0,0.0
2017-01-23,0.0,2.0,0.0
2017-01-25,4.0,0.0,0.0
2017-01-26,3.0,0.0,0.0
2017-01-27,2.0,1.0,0.0
2017-01-28,1.0,0.0,0.0
2017-01-29,0.0,2.0,0.0
2017-01-31,1.0,0.0,1.0
2017-02-01,4.0,1.0,1.0
2017-02-02,2.0,0.0,0.0
2017-02-03,2.0,1.0,0.0
2017-02-04,2.0,0.0,0.0
2017-02-05,2.0,0.0,0.0
2017-02-06,6.0,3.0,1.0
2017-02-07,1.0,1.0,0.0
2017-02-08,4.0,1.0,0.0
2017-02-09,4.0,1.0,0.0
2017-02-10,0.0,1.0,0.0
2017-02-11,1.0,0.0,0.0
2017-02-12,2.0,1.0,0.0
2017-02-13,2.0,1.0,0.0
2017-02-14,2.0,1.0,0.0
2017-02-15,5.0,2.0,0.0
2017-02-16,4.0,2.0,0.0
2017-02-17,3.0,2.0,0.0
2017-02-18,3.0,1.0,0.0
2017-02-19,3.0,1.0,0.0
2017-02-20,3.0,3.0,0.0
2017-02-21,4.0,1.0,0.0
2017-02-22,1.0,1.0,0.0
2017-02-23,2.0,0.0,0.0
2017-02-24,1.0,2.0,0.0
2017-02-25,2.0,0.0,0.0
2017-02-26,6.0,1.0,0.0
2017-02-27,0.0,3.0,0.0
2017-02-28,2.0,3.0,0.0
2017-03-01,2.0,2.0,0.0
2017-03-02,6.0,1.0,0.0
2017-03-03,3.0,1.0,0.0
2017-03-04,1.0,0.0,0.0
2017-03-06,1.0,1.0,0.0
2017-03-07,5.0,2.0,0.0
2017-03-08,5.0,1.0,0.0
2017-03-09,1.0,0.0,0.0
2017-03-10,4.0,2.0,0.0
2017-03-11,1.0,0.0,0.0
2017-03-12,1.0,2.0,0.0
2017-03-13,14.0,5.0,0.0
2017-03-14,7.0,4.0,0.0
2017-03-15,9.0,1.0,0.0
2017-03-16,2.0,1.0,0.0
2017-03-17,3.0,1.0,0.0
2017-03-18,10.0,3.0,0.0
2017-03-19,5.0,5.0,1.0
2017-03-20,5.0,2.0,0.0
2017-03-21,7.0,4.0,0.0
2017-03-22,4.0,2.0,0.0
2017-03-23,5.0,3.0,0.0
2017-03-24,4.0,0.0,0.0
2017-03-25,4.0,2.0,0.0
2017-03-26,3.0,1.0,0.0
2017-03-27,9.0,2.0,0.0
2017-03-28,3.0,0.0,0.0
2017-03-29,5.0,1.0,0.0
2017-03-30,3.0,0.0,0.0
2017-03-31,13.0,8.0,0.0
2017-04-01,0.0,2.0,0.0
2017-04-02,0.0,1.0,0.0
2017-04-03,4.0,1.0,0.0
2017-04-04,4.0,3.0,0.0
2017-04-05,1.0,1.0,0.0
2017-04-06,3.0,0.0,0.0
2017-04-07,0.0,2.0,0.0
2017-04-08,0.0,3.0,0.0
2017-04-09,3.0,1.0,0.0
2017-04-10,9.0,1.0,0.0
2017-04-11,1.0,0.0,0.0
2017-04-12,4.0,1.0,0.0
2017-04-13,5.0,3.0,0.0
2017-04-14,5.0,5.0,0.0
2017-04-15,3.0,3.0,0.0
2017-04-16,4.0,0.0,0.0
2017-04-17,4.0,1.0,0.0
2017-04-18,2.0,0.0,0.0
2017-04-19,5.0,0.0,0.0
2017-04-20,3.0,0.0,0.0
2017-04-21,1.0,0.0,0.0
2017-04-22,2.0,1.0,0.0
2017-04-23,5.0,2.0,0.0
2017-04-24,10.0,3.0,0.0
2017-04-25,2.0,1.0,0.0
2017-04-26,7.0,2.0,0.0
2017-04-27,2.0,3.0,0.0
2017-04-28,3.0,1.0,0.0
2017-04-29,2.0,3.0,0.0
2017-04-30,3.0,1.0,0.0
2017-05-01,3.0,3.0,0.0
2017-05-02,1.0,1.0,0.0
2017-05-03,5.0,2.0,0.0
2017-05-04,7.0,2.0,0.0
2017-05-05,3.0,4.0,0.0
2017-05-06,1.0,1.0,0.0
2017-05-07,4.0,0.0,0.0
2017-05-08,1.0,2.0,0.0
2017-05-09,5.0,2.0,0.0
2017-05-10,2.0,0.0,0.0
2017-05-11,3.0,2.0,0.0
2017-05-12,5.0,1.0,0.0
2017-05-13,3.0,0.0,0.0
2017-05-14,3.0,1.0,0.0
2017-05-15,7.0,3.0,0.0
2017-05-16,3.0,3.0,0.0
2017-05-17,2.0,0.0,1.0
2017-05-18,1.0,0.0,0.0
2017-05-19,1.0,1.0,0.0
2017-05-20,1.0,2.0,0.0
2017-05-21,1.0,0.0,0.0
2017-05-22,1.0,0.0,0.0
2017-05-23,3.0,1.0,0.0
2017-05-24,5.0,2.0,1.0
2017-05-25,9.0,5.0,1.0
2017-05-26,3.0,1.0,0.0
2017-05-27,3.0,0.0,0.0
2017-05-28,4.0,3.0,0.0
2017-05-30,4.0,2.0,0.0
2017-05-31,3.0,1.0,0.0
2017-06-01,1.0,0.0,0.0
2017-06-02,1.0,0.0,0.0
2017-06-03,3.0,0.0,0.0
2017-06-04,1.0,2.0,0.0
2017-06-06,7.0,0.0,0.0
2017-06-07,6.0,0.0,0.0
2017-06-08,3.0,3.0,0.0
2017-06-09,1.0,2.0,0.0
2017-06-10,2.0,3.0,0.0
2017-06-11,2.0,3.0,0.0
2017-06-12,4.0,2.0,0.0
2017-06-13,6.0,0.0,0.0
2017-06-14,5.0,0.0,0.0
2017-06-15,1.0,1.0,0.0
2017-06-16,5.0,1.0,0.0
2017-06-17,2.0,2.0,0.0
2017-06-18,4.0,2.0,0.0
2017-06-19,5.0,0.0,0.0
2017-06-20,2.0,2.0,0.0
2017-06-21,1.0,2.0,0.0
2017-06-22,2.0,1.0,0.0
2017-06-23,2.0,2.0,0.0
2017-06-24,2.0,0.0,0.0
2017-06-25,3.0,2.0,0.0
2017-06-26,3.0,1.0,0.0
2017-06-27,2.0,0.0,0.0
2017-06-28,5.0,1.0,0.0
2017-06-29,5.0,1.0,0.0
2017-06-30,3.0,0.0,0.0
2017-07-01,1.0,0.0,0.0
2017-07-02,5.0,2.0,0.0
2017-07-03,5.0,3.0,0.0
2017-07-04,3.0,4.0,0.0
2017-07-05,6.0,1.0,0.0
2017-07-06,2.0,0.0,0.0
2017-07-07,5.0,1.0,0.0
2017-07-08,1.0,2.0,0.0
2017-07-09,1.0,1.0,0.0
2017-07-10,2.0,2.0,0.0
2017-07-11,5.0,2.0,0.0
2017-07-12,5.0,1.0,0.0
2017-07-13,5.0,0.0,0.0
2017-07-14,3.0,1.0,0.0
2017-07-15,2.0,2.0,0.0
2017-07-16,0.0,1.0,0.0
2017-07-17,4.0,2.0,1.0
2017-07-18,2.0,2.0,0.0
2017-07-19,9.0,6.0,0.0
2017-07-20,2.0,3.0,0.0
2017-07-21,6.0,2.0,0.0
2017-07-22,3.0,0.0,0.0
2017-07-23,1.0,5.0,0.0
2017-07-24,4.0,2.0,0.0
2017-07-25,3.0,0.0,0.0
2017-07-26,2.0,0.0,0.0
2017-07-27,0.0,1.0,0.0
2017-07-28,1.0,1.0,0.0
2017-07-29,5.0,0.0,0.0
2017-07-30,3.0,1.0,0.0
2017-07-31,3.0,0.0,0.0
2017-08-01,4.0,2.0,0.0
2017-08-02,3.0,2.0,0.0
2017-08-03,4.0,1.0,0.0
2017-08-04,7.0,2.0,0.0
2017-08-05,6.0,0.0,0.0
2017-08-06,4.0,3.0,0.0
2017-08-07,7.0,0.0,0.0
2017-08-08,4.0,2.0,0.0
2017-08-09,5.0,1.0,0.0
2017-08-10,2.0,2.0,0.0
2017-08-11,2.0,2.0,0.0
2017-08-12,1.0,0.0,0.0
2017-08-13,1.0,0.0,0.0
2017-08-14,3.0,1.0,0.0
2017-08-15,3.0,2.0,0.0
2017-08-16,6.0,4.0,0.0
2017-08-17,3.0,1.0,0.0
2017-08-18,4.0,1.0,0.0
2017-08-19,1.0,2.0,0.0
2017-08-20,1.0,0.0,0.0
2017-08-21,5.0,2.0,0.0
2017-08-22,2.0,0.0,0.0
2017-08-23,1.0,1.0,0.0
2017-08-25,2.0,1.0,0.0
2017-08-26,2.0,0.0,0.0
2017-08-28,2.0,2.0,0.0
2017-08-29,7.0,1.0,0.0
2017-08-30,8.0,1.0,0.0
2017-08-31,2.0,1.0,0.0
2017-09-01,3.0,0.0,0.0
2017-09-02,0.0,1.0,0.0
2017-09-03,3.0,0.0,0.0
2017-09-04,4.0,0.0,0.0
2017-09-05,6.0,1.0,0.0
2017-09-06,2.0,1.0,0.0
2017-09-07,3.0,1.0,0.0
2017-09-08,5.0,0.0,0.0
2017-09-09,2.0,0.0,0.0
2017-09-10,0.0,1.0,0.0
2017-09-11,4.0,1.0,0.0
2017-09-12,2.0,2.0,0.0
2017-09-13,2.0,2.0,0.0
2017-09-14,2.0,0.0,0.0
2017-09-15,6.0,1.0,0.0
2017-09-16,1.0,2.0,0.0
2017-09-17,3.0,3.0,0.0
2017-09-18,1.0,0.0,0.0
2017-09-19,3.0,2.0,0.0
2017-09-20,1.0,1.0,0.0
2017-09-21,5.0,5.0,0.0
2017-09-22,8.0,2.0,0.0
2017-09-23,2.0,0.0,0.0
2017-09-24,1.0,3.0,0.0
2017-09-26,2.0,0.0,0.0
2017-09-27,1.0,0.0,0.0
2017-09-28,1.0,0.0,0.0
2017-09-29,5.0,1.0,0.0
2017-09-30,5.0,3.0,0.0
2017-10-01,0.0,1.0,0.0
2017-10-02,1.0,1.0,0.0
2017-10-03,3.0,0.0,0.0
2017-10-04,4.0,2.0,0.0
2017-10-05,4.0,0.0,0.0
2017-10-06,3.0,0.0,0.0
2017-10-08,3.0,1.0,0.0
2017-10-09,4.0,2.0,0.0
2017-10-10,4.0,2.0,0.0
2017-10-11,2.0,2.0,0.0
2017-10-12,1.0,3.0,0.0
2017-10-13,1.0,0.0,0.0
2017-10-14,1.0,0.0,0.0
2017-10-15,1.0,0.0,0.0
2017-10-16,3.0,0.0,0.0
2017-10-17,3.0,0.0,0.0
2017-10-18,4.0,1.0,0.0
2017-10-19,1.0,1.0,0.0
2017-10-20,2.0,1.0,0.0
2017-10-21,1.0,1.0,0.0
2017-10-22,5.0,0.0,0.0
2017-10-23,2.0,0.0,0.0
2017-10-24,3.0,3.0,0.0
2017-10-25,2.0,0.0,0.0
2017-10-26,1.0,1.0,0.0
2017-10-27,2.0,1.0,0.0
2017-10-28,4.0,0.0,0.0
2017-10-29,4.0,4.0,0.0
2017-10-30,0.0,1.0,0.0
2017-10-31,3.0,1.0,0.0
2017-11-01,2.0,0.0,0.0
2017-11-02,1.0,1.0,0.0
2017-11-03,2.0,1.0,0.0
2017-11-04,1.0,0.0,0.0
2017-11-05,2.0,1.0,0.0
2017-11-06,2.0,2.0,0.0
2017-11-07,5.0,0.0,0.0
2017-11-08,1.0,0.0,0.0
2017-11-09,1.0,0.0,0.0
2017-11-10,2.0,0.0,0.0
2017-11-12,1.0,1.0,0.0
2017-11-13,0.0,1.0,0.0
2017-11-14,1.0,1.0,0.0
2017-11-15,1.0,2.0,0.0
2017-11-16,2.0,1.0,0.0
2017-11-17,2.0,0.0,0.0
2017-11-19,1.0,0.0,0.0
2017-11-20,3.0,0.0,0.0
2017-11-21,4.0,0.0,0.0
2017-11-22,3.0,0.0,0.0
2017-11-23,1.0,0.0,0.0
2017-11-24,1.0,0.0,0.0
2017-11-25,1.0,0.0,0.0
2017-11-26,1.0,0.0,0.0
2017-11-27,1.0,0.0,0.0
2017-11-28,8.0,0.0,0.0
2017-11-29,1.0,1.0,0.0
2017-11-30,6.0,2.0,0.0
2017-12-01,6.0,2.0,0.0
2017-12-02,1.0,1.0,0.0
2017-12-03,0.0,2.0,0.0
2017-12-04,2.0,1.0,0.0
