48,0,149640,4,9,1,11,3,1,1,0,0,40,1,0
42,0,116632,14,16,1,6,3,1,1,0,0,45,1,1
29,0,105598,2,10,2,1,4,1,1,0,0,58,1,0
36,0,155537,4,9,1,2,3,1,1,0,0,40,1,0
28,0,183175,2,10,2,9,4,1,0,0,0,40,1,0
53,0,169846,4,9,1,9,1,1,0,0,0,40,1,1
49,2,191681,2,10,1,5,3,1,1,0,0,50,1,1
19,0,101509,2,10,3,6,2,1,1,0,0,32,1,0
31,0,309974,1,13,4,4,2,5,0,0,0,40,1,0
29,1,162298,1,13,1,4,3,1,1,0,0,70,1,1
23,0,211678,2,10,3,8,4,1,1,0,0,40,1,0
79,0,124744,2,10,1,6,5,1,1,0,0,20,1,0
27,0,213921,4,9,3,3,2,1,1,0,0,40,21,0
40,0,32214,6,12,1,9,3,1,1,0,0,40,1,0
18,0,309634,3,7,3,3,2,1,0,0,0,22,1,0
31,4,125927,9,4,1,10,3,1,1,0,0,40,1,0
18,0,446839,4,9,3,4,4,1,1,0,0,30,1,0
52,0,276515,1,13,1,3,3,1,1,0,0,40,13,0
46,0,51618,4,9,1,3,1,1,0,0,0,40,1,0
59,0,159937,4,9,1,4,3,1,1,0,0,48,1,0
44,0,343591,4,9,2,2,4,1,0,14344,0,40,1,1
53,0,346253,4,9,2,4,2,1,0,0,0,35,1,0
49,4,268234,4,9,1,13,3,1,1,0,0,40,1,1
33,0,202051,11,14,1,6,3,1,1,0,0,50,1,0
30,0,54334,8,5,3,4,4,1,1,0,0,40,1,0
43,3,410867,14,16,3,6,4,1,0,0,0,50,1,1
57,0,249977,7,11,1,6,3,1,1,0,0,40,1,0
37,0,286730,2,10,2,2,6,1,0,0,0,40,1,0
28,0,212563,2,10,2,8,6,5,0,0,0,25,1,0
34,4,226296,1,13,1,13,3,1,1,0,0,40,1,1
29,4,115585,2,10,3,7,4,1,1,0,0,50,1,0
48,1,191277,14,16,1,6,3,1,1,0,1902,60,1,1
37,0,202683,2,10,1,4,3,1,1,0,0,48,1,1
48,0,171095,6,12,2,5,6,1,0,0,0,40,3,0
32,3,249409,4,9,3,3,2,5,1,0,0,40,1,0
76,0,124191,11,14,1,5,3,1,1,0,0,40,1,1
44,0,198282,1,13,1,5,3,1,1,15024,0,60,1,1
47,1,149116,11,14,3,6,4,1,0,0,0,50,1,0
20,0,188300,2,10,3,1,2,1,0,0,0,40,1,0
29,0,103432,4,9,3,2,4,1,1,0,0,40,1,0
32,2,317660,4,9,1,2,3,1,1,7688,0,40,1,1
30,0,194901,3,7,3,7,2,1,1,0,0,40,1,0
31,4,189265,4,9,3,9,4,1,0,0,0,40,1,0
42,0,124692,4,9,1,7,3,1,1,0,0,40,1,0
24,0,432376,1,13,3,4,5,1,1,0,0,40,1,0
38,0,65324,5,15,1,6,3,1,1,0,0,40,1,1
56,1,335605,4,9,1,3,3,1,1,0,1887,50,5,1
28,0,377869,2,10,1,4,1,1,0,4064,0,25,1,0
36,0,102864,4,9,3,8,2,1,0,0,0,40,1,0
53,0,95647,8,5,1,7,3,1,1,0,0,50,1,0
56,2,303090,2,10,1,4,3,1,1,0,0,50,1,0
49,4,197371,7,11,1,2,3,5,1,0,0,40,1,1
55,0,247552,2,10,1,4,3,1,1,0,0,56,1,0
22,0,102632,4,9,3,2,4,1,1,0,0,41,1,0
21,0,199915,2,10,3,3,2,1,0,0,0,40,1,0
40,0,118853,1,13,1,5,3,1,1,0,0,60,1,0
30,0,77143,1,13,3,5,2,5,1,0,0,40,6,0
29,5,267989,1,13,1,6,3,1,1,0,0,50,1,1
19,0,301606,2,10,3,3,2,5,1,0,0,35,1,0
47,0,287828,1,13,1,5,1,1,0,0,0,40,1,1
20,0,111697,2,10,3,9,2,1,0,0,1719,28,1,0
31,0,114937,6,12,1,9,3,1,1,0,0,40,1,1
39,0,365739,2,10,2,2,4,1,1,0,0,40,1,0
28,0,69621,6,12,3,4,4,1,0,0,0,60,1,0
24,0,43323,4,9,3,3,4,1,0,0,1762,40,1,0
38,1,120985,4,9,1,2,3,1,1,4386,0,35,1,0
37,0,254202,1,13,1,4,3,1,1,0,0,50,1,0
46,0,146195,6,12,2,1,4,5,0,0,0,36,1,0
38,3,125933,11,14,1,6,3,1,1,0,0,40,14,1
43,1,56920,4,9,1,2,3,1,1,0,0,60,1,0
27,0,163127,7,11,1,9,1,1,0,0,0,35,1,0
20,0,34310,2,10,3,4,2,1,1,0,0,20,1,0
49,0,81973,2,10,1,2,3,2,1,0,0,40,1,1
61,2,66614,4,9,1,2,3,1,1,0,0,40,1,0
27,0,232782,2,10,3,4,2,1,0,0,0,40,1,0
19,0,316868,2,10,3,3,2,1,1,0,0,30,21,0
45,0,196584,7,11,3,6,4,1,0,0,1564,40,1,1
70,0,105376,2,10,3,1,5,1,1,0,0,40,1,0
31,0,185814,4,9,3,11,6,5,0,0,0,30,1,0
22,0,175374,2,10,1,3,3,1,1,0,0,24,1,0
36,0,108293,4,9,5,3,6,1,0,0,0,24,1,0
64,0,181232,3,7,1,2,3,1,1,0,2179,40,1,0
47,4,186009,2,10,2,9,6,1,0,0,0,38,21,0
34,0,198183,4,9,3,9,4,1,0,0,0,40,1,0
33,0,163003,1,13,3,5,5,2,0,0,0,40,16,0
21,0,296158,4,9,3,2,2,1,1,0,0,35,1,0
48,0,187715,4,9,1,2,3,1,1,0,0,46,1,0
23,0,214542,1,13,3,7,4,1,1,0,0,40,1,0
71,1,494223,2,10,4,4,6,5,1,0,1816,2,1,0
29,0,191535,4,9,2,2,4,1,1,0,0,60,1,0
42,0,228456,1,13,4,3,5,5,1,0,0,50,1,0
25,0,252752,4,9,3,3,6,1,0,0,0,40,1,0
44,2,78374,11,14,2,5,6,2,0,0,0,40,1,0
28,0,88419,4,9,3,5,4,2,0,0,0,40,3,0
45,1,201080,11,14,1,4,3,1,1,0,0,40,1,1
36,0,207157,2,10,2,3,6,1,0,0,0,40,21,0
39,3,235485,6,12,3,5,4,1,1,0,0,42,1,0
46,5,102628,11,14,5,13,6,1,1,0,0,40,1,0
18,0,25828,3,7,3,7,2,1,1,0,0,16,1,0
66,4,54826,7,11,5,6,4,1,0,0,0,20,1,0
27,0,124953,4,9,3,3,4,1,1,0,1980,40,1,0
28,5,175325,4,9,1,13,3,1,1,0,0,40,1,0
51,0,96062,2,10,1,4,3,1,1,0,1977,40,1,1
27,0,428030,1,13,3,2,4,1,1,0,0,50,1,0
28,5,149624,1,13,1,6,3,1,1,0,0,40,1,1
27,0,253814,4,9,6,4,6,1,0,0,0,25,1,0
21,0,312956,4,9,3,2,2,5,1,0,0,40,1,0
34,0,483777,4,9,3,7,4,5,1,0,0,40,1,0
18,0,183930,4,9,3,3,2,1,1,0,0,12,1,0
33,0,37274,1,13,1,6,3,1,1,0,0,65,1,0
44,4,181344,2,10,1,5,3,5,1,0,0,38,1,1
43,0,114580,2,10,2,9,4,1,0,0,0,40,1,0
30,0,633742,2,10,3,2,4,5,1,0,0,45,1,0
40,0,286370,9,4,1,8,3,1,1,0,0,40,21,1
37,3,29054,2,10,1,9,3,1,1,0,0,42,1,1
34,0,304030,4,9,1,9,3,5,1,0,0,40,1,0
41,1,143129,1,13,2,5,4,1,0,0,0,40,1,0
31,0,99928,11,14,1,6,1,1,0,0,0,50,1,0
58,5,109567,14,16,1,6,3,1,1,0,0,1,1,1
38,0,155222,2,10,2,8,4,5,0,0,0,28,1,0
24,0,159567,2,10,1,8,3,1,1,0,0,40,1,0
41,4,523910,1,13,1,2,3,5,1,0,0,40,1,0
47,0,120939,2,10,1,1,3,1,1,0,0,45,1,0
41,3,130760,1,13,1,1,3,1,1,0,0,24,1,0
23,0,197387,15,3,1,11,5,1,1,0,0,40,21,0
36,0,99374,2,10,2,2,4,1,1,0,0,40,1,0
40,3,56795,11,14,3,5,4,1,0,14084,0,55,1,1
35,0,138992,11,14,1,6,5,1,1,7298,0,40,1,1
24,1,32921,4,9,3,4,4,1,1,0,0,40,1,0
26,0,397317,11,14,3,6,4,1,0,0,1876,40,1,0
51,0,259323,1,13,1,5,3,1,1,0,0,50,1,1
42,4,254817,2,10,3,6,4,1,0,0,1340,40,1,0
37,5,48211,4,9,2,9,6,1,0,0,0,35,1,0
18,0,140164,3,7,3,4,2,1,0,0,0,40,1,0
36,0,128757,1,13,1,3,3,5,1,7298,0,36,1,1
35,0,36270,4,9,2,2,4,1,1,0,0,60,1,0
58,2,210563,4,9,1,4,1,1,0,15024,0,35,1,1
17,0,65368,3,7,3,4,2,1,0,0,0,12,1,0
44,4,160943,4,9,1,11,3,5,1,0,0,40,1,0
37,0,208358,4,9,1,2,3,1,1,0,0,40,1,1
35,0,153790,2,10,3,4,4,3,0,0,0,40,1,0
60,0,85815,4,9,1,2,3,2,1,0,0,40,1,0
54,2,125417,9,4,1,8,3,1,1,0,0,40,1,1
37,0,635913,1,13,3,5,4,5,1,0,0,60,1,1
50,0,313321,6,12,2,4,4,1,0,0,0,40,1,0
38,0,182609,1,13,1,4,3,1,1,0,0,50,18,0
45,0,109434,1,13,1,6,3,1,1,0,0,55,1,0
25,0,255004,13,6,3,2,4,1,1,0,0,40,1,0
31,0,197860,2,10,1,7,3,1,1,0,0,40,1,0
90,0,51744,4,9,3,3,4,5,1,0,2206,40,1,0
54,0,176681,4,9,1,9,3,5,1,0,0,20,1,0
53,4,140359,16,1,3,8,4,1,0,0,0,35,1,0
18,0,243313,4,9,3,4,2,1,0,0,0,40,1,0
66,1,167687,4,9,1,10,3,1,1,1409,0,50,1,0
75,0,314209,7,11,5,9,4,1,0,0,0,20,30,0
65,0,176796,4,9,2,9,4,1,0,0,0,40,1,0
35,0,538583,3,7,4,11,4,5,1,3674,0,40,1,0
41,0,130408,4,9,2,4,6,5,0,0,0,38,1,0
25,0,159732,2,10,3,9,4,1,1,0,0,42,1,0
33,0,110978,2,10,2,2,5,4,0,0,0,40,1,0
28,0,76714,5,15,3,6,4,1,1,0,0,55,1,1
59,5,268700,4,9,1,3,3,1,1,0,0,40,1,0
40,5,170525,2,10,3,9,4,1,0,0,0,38,1,0
41,0,180138,1,13,1,5,3,1,1,0,0,50,14,1
38,4,115076,11,14,1,5,3,1,1,0,0,70,1,1
23,0,115458,4,9,3,11,2,1,1,0,0,40,1,0
40,0,347890,1,13,1,6,3,1,1,0,0,40,1,1
41,1,196001,4,9,1,3,1,1,0,0,0,20,1,0
24,5,273905,6,12,1,13,3,1,1,0,0,50,1,0
38,0,179488,2,10,2,2,4,1,1,0,1741,40,1,0
58,0,236596,4,9,1,9,3,1,1,0,0,45,1,1
32,0,183916,4,9,3,3,4,1,0,0,0,34,1,0
40,0,207578,6,12,1,1,3,1,1,0,1977,60,1,1
41,0,112763,5,15,1,6,1,1,0,0,0,40,1,1
42,0,390781,1,13,1,9,1,5,0,0,0,40,1,0
59,4,171328,13,6,5,3,6,5,0,0,0,30,1,0
19,4,27382,2,10,3,9,2,1,1,0,0,40,1,0
58,0,259014,2,10,3,11,4,1,1,0,0,20,1,0
42,1,303044,4,9,1,10,3,2,1,0,0,40,2,1
20,0,117789,4,9,3,3,2,1,0,0,0,40,1,0
32,0,172579,4,9,4,3,4,1,0,0,0,30,1,0
45,0,187666,7,11,5,5,4,1,0,0,0,45,1,0
50,0,204518,9,4,2,2,4,1,1,0,0,40,1,0
36,0,150042,1,13,2,6,2,1,0,0,0,40,1,0
45,0,98092,4,9,1,4,3,1,1,0,0,60,1,0
17,0,245918,3,7,3,3,2,1,1,0,0,12,1,0
59,0,146013,2,10,1,4,3,1,1,4064,0,40,1,0
26,0,378322,3,7,1,2,3,1,1,0,0,40,1,0
37,2,257295,2,10,1,5,3,2,1,0,0,75,35,1
64,0,21174,4,9,1,5,3,1,1,0,0,40,1,1
33,0,185480,1,13,3,6,4,1,0,0,0,45,1,0
33,0,222205,4,9,1,2,1,1,0,0,0,40,1,1
61,0,69867,4,9,1,5,3,1,1,0,0,40,1,1
17,0,191260,8,5,3,3,2,1,1,1055,0,24,1,0
50,1,30653,11,14,1,10,3,1,1,2407,0,98,1,0
27,4,209109,11,14,3,6,2,1,1,0,0,35,1,0
30,0,70377,4,9,2,6,2,1,0,0,0,40,1,0
43,0,477983,4,9,1,7,3,5,1,0,0,40,1,0
44,0,170924,2,10,1,2,3,1,1,7298,0,40,1,1
35,0,190174,2,10,3,5,4,1,0,0,0,40,1,0
25,0,193787,2,10,3,1,2,1,0,0,0,40,1,0
24,0,279472,2,10,1,8,1,1,0,7298,0,48,1,1
22,0,34918,1,13,3,6,4,1,0,0,0,15,6,0
42,4,97688,2,10,1,2,3,1,1,5178,0,40,1,1
34,0,175413,6,12,2,4,6,5,0,0,0,45,1,0
60,0,173960,1,13,2,6,4,1,0,0,0,42,1,0
21,0,205759,4,9,3,7,2,1,1,0,0,40,1,0
57,3,425161,11,14,1,4,3,1,1,15024,0,40,1,1
41,0,220531,5,15,1,6,3,1,1,0,0,60,1,1
50,0,176609,2,10,2,3,4,1,1,0,0,45,1,0
25,0,371987,1,13,3,5,4,1,0,0,0,40,1,0
50,0,193884,9,4,1,2,3,1,1,0,0,40,27,0
36,0,200352,1,13,1,6,3,1,1,0,0,45,1,0
31,0,127595,4,9,2,6,4,1,0,0,0,40,1,0
29,4,220419,1,13,3,13,4,1,1,0,0,56,1,0
21,0,231931,2,10,3,4,2,1,1,0,0,45,1,0
27,0,248402,1,13,3,1,6,5,0,0,0,40,1,0
65,0,111095,4,9,1,11,3,1,1,0,0,16,1,0
37,2,57424,1,13,2,4,4,1,0,0,0,60,1,0
24,0,278130,4,9,3,2,2,1,1,0,0,40,1,0
38,0,169469,4,9,2,4,4,1,1,0,0,80,1,0
48,0,146268,1,13,1,9,3,1,1,7688,0,40,1,1
21,0,153718,2,10,3,3,4,2,0,0,0,25,1,0
31,0,217460,4,9,1,11,3,1,1,0,0,45,1,1
55,0,238638,4,9,1,4,3,1,1,4386,0,40,1,1
24,0,303296,2,10,1,9,1,2,0,0,0,40,26,0
43,0,173321,4,9,2,9,4,1,0,0,0,40,1,0
26,0,193945,6,12,3,1,4,1,1,0,0,45,1,0
46,0,83082,6,12,3,6,4,1,0,0,0,33,1,0
35,0,193815,6,12,1,9,3,1,1,0,0,40,1,1
41,2,34987,2,10,1,10,3,1,1,0,0,54,1,1
26,0,59306,1,13,3,4,4,1,1,0,0,40,1,0
34,0,142897,11,14,1,5,3,2,1,7298,0,35,28,1
36,1,205607,1,13,2,6,4,5,0,0,0,40,1,1
22,0,199698,2,10,3,4,2,1,1,0,0,15,1,0
24,0,191954,2,10,3,8,4,1,1,0,0,40,1,0
77,1,138714,2,10,1,4,3,1,1,0,0,40,1,0
22,0,399087,15,3,1,8,5,1,0,0,0,40,21,0
29,0,423158,2,10,3,1,4,1,0,0,0,40,1,0
62,0,159841,4,9,5,3,4,1,0,0,0,24,1,0
39,1,174308,4,9,1,5,3,1,1,0,0,40,1,0
43,0,50356,2,10,1,2,3,1,1,0,1485,50,1,0
35,0,186110,4,9,2,11,4,1,1,0,0,45,1,0
29,0,200381,3,7,3,5,4,1,0,0,0,40,1,0
76,1,174309,11,14,1,2,3,1,1,0,0,10,1,0
63,1,78383,4,9,1,10,3,1,1,0,0,45,1,0
43,0,187728,2,10,1,6,1,1,0,0,1887,50,1,1
58,1,321171,4,9,1,7,3,1,1,0,0,40,1,0
66,0,127921,4,9,3,11,4,1,1,2050,0,55,1,0
41,0,206565,2,10,3,2,4,5,1,0,0,45,1,0
26,0,224563,1,13,3,9,4,1,1,0,0,40,1,0
47,0,178686,7,11,3,3,4,1,1,0,0,40,1,0
55,4,98545,13,6,1,9,3,1,1,0,0,40,1,0
53,0,242606,4,9,1,11,3,1,1,0,0,40,1,0
17,0,270942,15,3,3,3,5,1,1,0,0,48,21,0
30,0,94235,4,9,3,2,5,1,1,0,0,40,1,0
49,0,71195,11,14,3,6,4,1,1,0,0,60,1,0
19,0,104112,4,9,3,4,6,5,1,0,0,30,29,0
45,0,261192,4,9,1,3,3,5,1,0,0,40,1,0
26,0,94936,6,12,3,4,4,1,1,0,0,40,1,0
38,0,296478,7,11,1,2,3,1,1,7298,0,40,1,1
36,5,119272,4,9,1,13,3,1,1,7298,0,40,1,1
33,0,85043,4,9,3,10,4,1,1,0,0,20,1,0
22,5,293364,2,10,3,13,2,5,0,0,0,40,1,0
43,1,241895,1,13,3,4,4,1,1,0,0,42,1,0
56,0,101128,6,12,6,3,4,1,1,0,0,25,14,0
31,0,156464,1,13,3,6,2,1,1,0,0,25,1,0
33,0,117963,1,13,1,5,3,1,1,0,0,40,1,1
26,0,192262,4,9,1,3,3,1,1,0,0,40,1,0
33,0,111363,1,13,1,5,3,1,1,0,0,40,1,1
46,4,329752,3,7,1,11,3,1,1,0,0,30,1,0
38,3,95432,4,9,1,9,3,1,1,0,0,40,1,1
65,0,161400,3,7,5,3,6,4,1,0,0,40,1,0
40,0,96129,7,11,1,1,3,1,1,0,0,40,1,1
42,0,111949,4,9,1,9,1,1,0,0,0,35,1,0
26,1,117125,8,5,1,2,3,1,1,0,0,40,22,0
36,0,348022,13,6,1,3,1,1,0,0,0,24,1,0
62,0,270092,11,14,1,6,3,1,1,0,0,40,1,1
43,0,180609,1,13,1,11,3,1,1,0,0,45,1,0
43,0,174575,1,13,2,5,4,1,1,0,1564,45,1,1
22,0,410439,4,9,6,4,4,1,1,0,0,55,1,0
28,0,92262,4,9,1,2,3,1,1,0,0,40,1,0
56,1,183081,2,10,1,4,3,1,1,0,0,45,1,0
22,0,362589,6,12,3,4,4,1,0,0,0,15,1,0
57,0,212448,1,13,2,5,4,1,0,0,0,45,1,1
39,0,481060,4,9,2,4,6,1,0,0,0,40,1,0
26,3,185885,2,10,3,9,6,1,0,0,0,15,1,0
17,0,89821,3,7,3,3,2,1,1,0,0,10,1,0
40,5,184018,7,11,1,8,3,1,1,0,0,38,1,1
45,0,256649,4,9,1,8,3,5,1,0,0,40,1,0
44,0,160323,4,9,3,2,4,5,1,0,0,40,1,0
20,4,350845,2,10,3,9,2,1,0,0,0,10,1,0
33,0,267404,4,9,1,2,1,1,0,0,0,40,1,0
23,0,35633,2,10,3,4,4,1,1,0,0,40,1,0
46,1,80914,11,14,2,5,4,1,1,0,0,30,1,0
38,0,172927,4,9,1,4,3,1,1,0,0,50,1,0
54,0,174319,4,9,2,11,4,1,1,0,0,40,1,0
46,0,214955,15,3,2,2,4,1,0,0,2339,45,1,0
25,0,344991,2,10,1,2,3,1,1,0,0,40,1,0
46,0,108699,2,10,2,4,4,1,0,0,0,40,1,0
36,4,117312,2,10,1,11,1,1,0,0,0,40,1,0
23,0,396099,4,9,3,3,4,1,0,0,0,25,1,0
29,0,134152,4,9,4,8,4,1,1,0,0,40,1,0
44,0,162028,2,10,1,9,1,1,0,0,2415,6,1,1
19,0,25429,2,10,3,9,2,1,0,0,0,16,1,0
19,0,232392,4,9,3,3,5,1,0,0,0,40,1,0
35,0,220098,4,9,1,3,1,1,0,0,0,40,1,1
27,0,301302,1,13,3,2,4,1,1,0,0,50,1,0
46,1,277946,6,12,4,2,4,1,1,0,0,40,1,0
34,0,196164,4,9,3,3,4,1,0,0,0,35,1,0
44,0,115562,2,10,1,1,3,1,1,0,0,40,1,0
45,0,96975,2,10,2,7,6,1,0,0,0,40,1,0
25,0,86872,1,13,1,5,3,1,1,0,0,55,1,1
52,2,132178,1,13,1,5,3,1,1,0,0,50,1,1
20,0,416103,2,10,3,7,2,1,1,0,0,40,1,0
28,0,108574,2,10,3,3,4,1,0,0,0,40,1,0
50,5,288353,1,13,1,13,3,1,1,0,0,40,1,1
34,0,227689,7,11,2,1,4,1,0,0,0,64,1,0
28,0,166481,9,4,1,7,3,4,1,0,2179,40,4,0
41,0,445382,11,14,1,5,3,1,1,0,1977,65,1,1
28,0,110145,4,9,1,9,3,1,1,0,0,40,1,0
46,1,317253,4,9,1,2,3,1,1,0,0,25,1,0
32,0,364657,2,10,1,5,3,1,1,0,0,50,1,0
41,4,42346,2,10,2,3,4,5,0,0,0,24,1,0
24,0,241951,4,9,3,7,6,5,0,0,0,40,1,0
33,0,118500,2,10,2,5,6,1,0,0,0,40,1,0
46,0,188386,14,16,1,5,3,1,1,15024,0,60,1,1
31,5,1033222,2,10,1,8,3,1,1,0,0,40,1,0
35,0,92440,10,8,2,2,4,1,1,0,0,50,1,1
52,0,190762,12,2,1,8,3,1,1,0,0,40,21,0
30,0,426017,3,7,3,3,2,1,0,0,0,19,1,0
34,4,243867,3,7,4,8,4,5,1,0,0,40,1,0
34,5,240283,4,9,2,11,6,1,0,0,0,40,1,0
20,0,61777,2,10,1,4,3,1,1,0,0,30,1,0
17,0,175024,3,7,3,7,2,1,1,2176,0,18,1,0
32,5,92003,1,13,1,5,1,1,0,0,0,40,1,1
29,0,188401,4,9,2,10,4,1,1,0,0,40,1,0
33,0,228528,13,6,3,2,6,1,0,0,0,35,1,0
25,0,133373,4,9,1,11,3,1,1,0,0,60,1,0
36,3,255191,11,14,3,6,4,1,1,0,1408,40,1,0
23,0,204653,4,9,3,7,4,1,1,0,0,72,25,0
63,2,222289,4,9,1,5,3,1,1,0,0,40,1,1
47,4,287480,11,14,1,6,3,1,1,0,0,40,1,0
40,1,204116,1,13,6,6,4,1,0,2174,0,40,1,0
30,0,29662,6,12,1,3,1,1,0,0,0,25,1,1
27,0,116358,2,10,3,2,2,2,1,0,1980,40,16,0
33,0,208405,11,14,1,6,3,1,1,0,0,50,1,1
34,4,284843,4,9,3,10,4,5,1,594,0,60,1,0
34,4,117018,2,10,3,13,4,1,0,0,0,40,1,0
23,0,81281,2,10,1,9,3,1,1,0,0,40,1,0
42,4,340148,2,10,1,9,1,1,0,0,0,40,1,0
29,0,363425,1,13,3,6,4,1,1,0,0,40,1,0
45,0,45857,4,9,2,9,4,1,0,0,0,28,1,0
24,3,191073,4,9,3,14,2,1,1,0,0,40,1,0
44,0,116632,2,10,1,6,3,1,1,0,0,40,1,1
27,0,405855,8,5,3,2,5,1,1,0,0,40,21,0
20,0,298227,2,10,3,4,4,1,1,0,0,35,1,0
44,0,290521,4,9,5,5,6,5,0,0,0,40,1,0
51,0,56915,4,9,1,2,3,3,1,0,0,40,1,0
20,0,146538,4,9,1,8,3,1,1,0,0,40,1,0
19,0,206399,4,9,3,8,2,5,0,0,0,40,1,0
45,2,197332,2,10,1,2,3,1,1,0,0,55,1,1
60,0,245062,4,9,1,2,3,1,1,0,0,40,1,1
44,1,234885,4,9,1,4,1,1,0,0,0,40,1,1
40,0,72887,7,11,1,8,3,2,1,0,0,40,1,1
30,0,180374,4,9,1,5,1,1,0,0,0,40,1,0
38,0,351299,2,10,1,11,3,5,1,0,0,50,1,0
23,0,54012,4,9,1,11,3,1,1,0,0,60,1,0
44,0,116632,6,12,3,10,2,1,1,0,0,40,1,0
54,4,288825,4,9,1,11,3,5,1,0,0,40,1,0
32,0,132601,1,13,1,6,3,1,1,0,0,50,1,0
50,0,193374,12,2,6,2,6,1,1,0,0,40,1,0
24,0,170070,1,13,3,1,4,1,0,0,0,20,1,0
37,0,126708,4,9,1,9,1,1,0,0,0,60,1,0
52,0,35598,4,9,2,11,6,1,1,0,0,40,1,0
38,0,33983,2,10,1,11,3,1,1,0,0,40,1,0
49,0,192776,11,14,1,5,3,1,1,0,1977,45,1,1
30,0,118551,1,13,1,1,1,1,0,0,0,16,1,1
60,0,201965,2,10,3,6,6,1,1,0,0,40,1,1
35,0,285020,4,9,3,2,4,1,1,0,0,40,1,0
30,0,303990,4,9,3,11,4,1,1,0,0,60,1,0
67,0,49401,7,11,2,3,4,1,0,0,0,24,1,0
46,0,279196,1,13,3,2,4,1,0,0,0,40,1,0
17,0,211870,8,5,3,3,4,1,1,0,0,6,1,0
22,0,281432,2,10,3,7,2,1,1,0,0,30,1,0
27,0,161155,13,6,3,3,4,1,1,0,0,40,1,0
23,0,197904,4,9,3,3,6,1,0,0,0,35,1,0
33,0,111746,6,12,1,2,3,1,1,0,0,45,22,0
43,1,170721,2,10,1,2,3,1,1,0,0,20,1,0
28,5,70100,1,13,3,6,4,1,1,0,0,20,1,0
41,0,193626,4,9,6,2,6,1,0,0,0,40,1,0
25,0,189775,2,10,6,9,2,5,0,0,0,20,1,0
