0.7885376096,0.8786513026,1
0.7100104751,0.8473738372,1
0.7056274806,0.6180503366,1
0.8285902088,0.7499167705,1
0.8019640568,0.6840059899,1
0.6224632606,0.7115160592,1
0.8754457292,0.8162263034,1
0.7212219836,0.8691075171,1
0.6244037114,0.8234874487,1
0.7065135075,0.6012227227,1
0.8074484163,0.6742929482,1
0.6436360342,0.8320729289,1
0.8498429964,0.6822533704,1
0.7875918589,0.6629706515,1
0.7960132606,0.8451708728,1
0.6507066375,0.7775732478,1
0.8828035621,0.8718129380,1
0.7939241386,0.6424329039,1
0.7830877892,0.7053596837,1
0.8788859178,0.8993373620,1
0.6443450731,0.8275091666,1
0.7929052837,0.8209258743,1
0.7218093571,0.8022249799,1
0.6339449292,0.8760645835,1
0.6808024041,0.8931105874,1
0.8177075993,0.7264658612,1
0.6178594931,0.8633947134,1
0.6439491401,0.7510358996,1
